ExtractTime,DatabaseDate,PlanID,PlanNumber,PolicyNumber,RiderNumber,SumAssured,CoverageType,BenefitStatus,PremiumStatus,BenefitRiskCessationDate,BenefitPremiumCessationDate
01/11/2023 14:29:30,01/11/2023 06:39:13,943437,PN100022784,100022785,0,100000,,In Force,Premium Paying,01/01/2050,01/01/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943438,PN100022801,100022802,0,157310,,Lapsed,Lapsed,30/03/2038,30/03/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943438,PN100022801,100022802,1,157310,,Lapsed,Lapsed,30/03/2038,30/03/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943439,PN100023072,100023072,0,0,Main Coverage,Cancelled,Cancelled,01/02/2045,01/01/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943440,PN100023111,100023111,0,0,,In Force,Premium Paying,16/01/2045,16/01/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943441,PN100023188,100023188,0,0,Main Coverage,Lapsed,Lapsed,02/02/2045,02/01/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943442,PN100023308,100023309,0,100000,,In Force,Premium Paying,29/01/2035,29/01/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943442,PN100023308,100023309,1,100000,,In Force,Premium Paying,29/01/2035,29/01/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943443,PN100023353,100023354,0,250000,,In Force,Premium Paying,09/02/2039,09/02/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943443,PN100023353,100023354,1,250000,,In Force,Premium Paying,09/02/2039,09/02/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943444,PN100023362,100023363,0,250000,,In Force,Premium Paying,05/02/2042,05/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943444,PN100023362,100023363,1,250000,,In Force,Premium Paying,05/02/2042,05/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943445,PN100023369,100023372,0,100000,,In Force,Premium Paying,26/02/2038,26/02/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943445,PN100023369,100023372,1,100000,,In Force,Premium Paying,26/02/2038,26/02/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943446,PN100023385,100023385,0,0,,In Force,Premium Paying,10/02/2045,10/02/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943447,PN100023435,100023436,0,52896,Life,Death,Unknown,10/02/2035,10/01/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943447,PN100023435,100023437,0,43963,Life,Death,Unknown,10/02/2035,10/01/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943447,PN100023435,100023437,1,43963,Critical Illness,Expired,Terminated,10/02/2035,09/01/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943448,PN100023556,100023557,0,250000,,In Force,Premium Paying,25/02/2042,25/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943448,PN100023556,100023557,1,250000,,In Force,Premium Paying,25/02/2042,25/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943449,PN100023734,100023735,0,3001546,,Lapsed,Lapsed,05/04/2035,05/04/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943450,PN100023777,100023777,0,0,,In Force,Premium Paying,01/03/2030,01/03/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,943451,PN100023778,100023778,0,0,,In Force,Premium Paying,24/04/2085,24/04/2085
01/11/2023 14:29:30,01/11/2023 06:39:13,943452,PN100023989,100023990,0,150000,,In Force,Premium Paying,17/03/2040,17/03/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943452,PN100023989,100023990,1,150000,,In Force,Premium Paying,17/03/2040,17/03/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943453,PN100023991,100023992,0,250000,,Lapsed,Lapsed,18/03/2042,18/03/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943453,PN100023991,100023992,1,250000,,Lapsed,Lapsed,18/03/2042,18/03/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943454,PN100024033,100024034,0,150000,,In Force,Premium Paying,18/03/2030,18/03/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,943455,PN100024035,100024036,0,150000,,In Force,Premium Paying,18/03/2030,18/03/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,943456,PN100024054,100024056,0,250000,,In Force,Premium Paying,05/04/2038,05/04/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943456,PN100024054,100024056,1,250000,,In Force,Premium Paying,05/04/2038,05/04/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943457,PN100024076,100024078,0,250000,,In Force,Premium Paying,11/05/2039,11/05/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943457,PN100024076,100024079,0,250000,,Lapsed,Lapsed,11/05/2039,11/05/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943457,PN100024076,100024079,1,250000,,Lapsed,Lapsed,11/05/2039,11/05/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943458,PN100024082,100024083,0,250000,,In Force,Premium Paying,23/03/2039,23/03/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943458,PN100024082,100024083,1,250000,,In Force,Premium Paying,23/03/2039,23/03/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943459,PN100024121,100024122,0,50000,,In Force,Premium Paying,03/04/2039,03/04/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943459,PN100024121,100024122,1,50000,,In Force,Premium Paying,03/04/2039,03/04/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943460,PN100024164,100024165,0,123500,,Lapsed,Lapsed,08/04/2033,08/04/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943460,PN100024164,100024165,1,123500,,Lapsed,Lapsed,08/04/2033,08/04/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943461,PN100024274,100024275,0,920000,,Lapsed,Lapsed,22/04/2049,22/04/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943461,PN100024274,100024275,1,920000,,Lapsed,Lapsed,22/04/2049,22/04/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943462,PN100024293,100024294,0,500000,,In Force,Premium Paying,20/05/2040,20/05/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943462,PN100024293,100024295,0,500000,,In Force,Premium Paying,20/05/2040,20/05/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943462,PN100024293,100024295,1,500000,,In Force,Premium Paying,20/05/2040,20/05/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943463,PN100024296,100024297,0,500000,,In Force,Premium Paying,10/05/2040,10/05/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943463,PN100024296,100024297,1,500000,,In Force,Premium Paying,10/05/2040,10/05/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943464,PN100024298,100024299,0,500000,,In Force,Premium Paying,04/05/2051,04/05/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943464,PN100024298,100024300,0,500000,,In Force,Premium Paying,04/05/2051,04/05/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943464,PN100024298,100024300,1,500000,,In Force,Premium Paying,04/05/2051,04/05/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943465,PN100024309,100024310,0,100000,,In Force,Premium Paying,04/05/2052,04/05/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943465,PN100024309,100024310,1,100000,,In Force,Premium Paying,04/05/2052,04/05/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943466,PN100024315,100024316,0,250000,,In Force,Premium Paying,29/04/2046,29/04/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943466,PN100024315,100024316,1,250000,,In Force,Premium Paying,29/04/2046,29/04/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943467,PN100024319,100024320,0,250000,,In Force,Premium Paying,29/04/2047,29/04/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943467,PN100024319,100024320,1,250000,,In Force,Premium Paying,29/04/2047,29/04/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943468,PN100024485,100024486,0,900000,,In Force,Premium Paying,26/08/2045,26/08/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943468,PN100024485,100024487,0,400000,,In Force,Premium Paying,26/08/2045,26/08/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943469,PN100024651,100024652,0,186000,,In Force,Premium Paying,10/06/2049,10/06/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943469,PN100024651,100024652,1,186000,,In Force,Premium Paying,10/06/2049,10/06/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943470,PN100024721,100024723,0,125000,,In Force,Premium Paying,10/06/2050,10/06/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943470,PN100024721,100024723,1,125000,,In Force,Premium Paying,10/07/2044,10/07/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943470,PN100024721,100024724,0,250000,,In Force,Premium Paying,10/06/2050,10/06/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943470,PN100024721,100024724,1,250000,,In Force,Premium Paying,24/07/2049,24/07/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943471,PN100024727,100024728,0,125000,,In Force,Premium Paying,10/06/2054,10/06/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943471,PN100024727,100024728,1,125000,,In Force,Premium Paying,10/04/2049,10/04/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943471,PN100024727,100024729,0,250000,,In Force,Premium Paying,10/06/2054,10/06/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943471,PN100024727,100024729,1,250000,,In Force,Premium Paying,29/04/2054,29/04/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943472,PN100024774,100024775,0,150000,,In Force,Premium Paying,16/06/2052,16/06/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943472,PN100024774,100024775,1,150000,,In Force,Premium Paying,16/06/2052,16/06/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943473,PN100024804,100024805,0,1000000,,In Force,Premium Paying,25/08/2040,25/08/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943474,PN100024810,100024812,0,100000,,In Force,Premium Paying,16/06/2043,16/06/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943474,PN100024810,100024812,1,100000,,In Force,Premium Paying,16/06/2043,16/06/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943475,PN100024986,100024987,0,500000,,In Force,Premium Paying,29/07/2034,29/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943475,PN100024986,100024987,1,500000,,In Force,Premium Paying,29/07/2034,29/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943476,PN100025031,100025033,0,800000,,In Force,Premium Paying,01/08/2038,01/08/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943476,PN100025031,100025033,1,800000,,In Force,Premium Paying,01/08/2038,01/08/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943477,PN100025400,100025400,0,0,,In Force,Premium Paying,01/08/2025,01/08/2025
01/11/2023 14:29:30,01/11/2023 06:39:13,943478,PN100025487,100025488,0,75000,,Lapsed,Lapsed,01/09/2055,01/09/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943478,PN100025487,100025489,0,25000,,Lapsed,Lapsed,01/09/2055,01/09/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943478,PN100025487,100025489,1,25000,,Lapsed,Lapsed,29/06/2055,29/06/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943479,PN100025551,100025552,0,750000,,In Force,Premium Paying,13/09/2044,13/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943479,PN100025551,100025553,0,250000,,In Force,Premium Paying,13/09/2044,13/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943479,PN100025551,100025553,1,250000,,In Force,Premium Paying,13/09/2044,13/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943480,PN100025694,100025695,0,410000,,In Force,Premium Paying,29/09/2036,29/09/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943480,PN100025694,100025695,1,410000,,In Force,Premium Paying,29/09/2036,29/09/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943481,PN100025767,100025768,0,386310,,In Force,Premium Paying,12/10/2037,12/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943481,PN100025767,100025769,0,156792,,In Force,Premium Paying,12/10/2037,12/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943481,PN100025767,100025769,1,156792,,In Force,Premium Paying,12/10/2037,12/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943482,PN100025775,100025776,0,135000,,In Force,Premium Paying,28/09/2035,28/09/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943482,PN100025775,100025776,1,135000,,In Force,Premium Paying,28/09/2035,28/09/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943483,PN100025834,100025835,0,200000,,In Force,Premium Paying,29/09/2035,29/09/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943483,PN100025834,100025835,1,200000,,In Force,Premium Paying,29/09/2035,29/09/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943484,PN100025943,100025944,0,120000,,Lapsed,Lapsed,07/10/2050,07/10/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943484,PN100025943,100025944,1,120000,,Lapsed,Lapsed,07/10/2050,07/10/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943485,PN100025949,100025950,0,200000,,In Force,Premium Paying,13/10/2048,13/10/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943485,PN100025949,100025950,1,200000,,In Force,Premium Paying,13/10/2048,13/10/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943486,PN100025972,100025973,0,150000,,In Force,Premium Paying,30/09/2045,30/09/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943486,PN100025972,100025974,0,150000,,In Force,Premium Paying,30/09/2045,30/09/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943486,PN100025972,100025974,1,150000,,In Force,Premium Paying,30/09/2045,30/09/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943487,PN100026192,100026193,0,950000,,In Force,Premium Paying,19/11/2038,19/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943487,PN100026192,100026194,0,300000,,In Force,Premium Paying,19/11/2038,19/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943487,PN100026192,100026194,1,300000,,In Force,Premium Paying,19/11/2038,19/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,948662,PN100026197,100026198,0,250000,,Lapsed,Lapsed,26/10/2041,26/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,948662,PN100026197,100026198,1,250000,,Lapsed,Lapsed,26/10/2041,26/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943488,PN100026202,100026203,0,100000,,In Force,Premium Paying,22/10/2045,22/10/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943488,PN100026202,100026203,1,100000,,In Force,Premium Paying,22/10/2045,22/10/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943489,PN100026209,100026210,0,191068,,In Force,Premium Paying,01/11/2030,01/11/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,943489,PN100026209,100026210,1,191068,,In Force,Premium Paying,01/11/2030,01/11/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,943490,PN100026225,100026226,0,240000,,In Force,Premium Paying,08/12/2060,08/12/2060
01/11/2023 14:29:30,01/11/2023 06:39:13,943491,PN100026229,100026230,0,110868,,In Force,Premium Paying,29/11/2051,29/11/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943492,PN100026250,100026251,0,225000,,Lapsed,Lapsed,30/11/2050,30/11/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943492,PN100026250,100026251,1,225000,,Lapsed,Lapsed,30/11/2050,30/11/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943493,PN100026257,100026258,0,225000,,Lapsed,Lapsed,17/11/2044,17/11/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943493,PN100026257,100026258,1,225000,,Lapsed,Lapsed,17/11/2044,17/11/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943494,PN100026284,100026285,0,150000,,In Force,Premium Paying,11/02/2034,11/02/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943494,PN100026284,100026285,1,150000,,In Force,Premium Paying,11/02/2034,11/02/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943495,PN100026286,100026290,0,100000,,In Force,Premium Paying,10/11/2052,10/11/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943495,PN100026286,100026290,1,100000,,In Force,Premium Paying,10/11/2052,10/11/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943496,PN100026288,100026289,0,118442,,Lapsed,Lapsed,17/11/2046,17/11/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943496,PN100026288,100026289,1,118442,,Lapsed,Lapsed,17/11/2046,17/11/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943497,PN100026292,100026293,0,100000,,Lapsed,Lapsed,18/01/2038,18/01/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943497,PN100026292,100026293,1,100000,,Lapsed,Lapsed,18/01/2038,18/01/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943498,PN100026321,100026322,0,60000,,In Force,Premium Paying,30/11/2040,30/11/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943498,PN100026321,100026322,1,60000,,In Force,Premium Paying,30/11/2040,30/11/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943499,PN100026325,100026326,0,70000,,In Force,Premium Paying,30/11/2045,30/11/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943499,PN100026325,100026326,1,70000,,In Force,Premium Paying,30/11/2045,30/11/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943500,PN100026354,100026355,0,300000,,Lapsed,Lapsed,25/11/2040,25/11/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943500,PN100026354,100026355,1,300000,,Lapsed,Lapsed,25/11/2040,25/11/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943501,PN100026356,100026357,0,300000,,Lapsed,Lapsed,25/11/2040,25/11/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943501,PN100026356,100026357,1,300000,,Lapsed,Lapsed,25/11/2040,25/11/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943503,PN100026362,100026364,0,500000,,Lapsed,Lapsed,21/11/2050,21/10/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,943503,PN100026362,100026364,1,500000,,Lapsed,Lapsed,21/05/2044,21/05/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943503,PN100026362,100026365,0,500000,,Lapsed,Lapsed,21/11/2050,21/10/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,943503,PN100026362,100026365,1,500000,,Lapsed,Lapsed,24/05/2049,24/05/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943504,PN100026363,100026366,0,300000,,In Force,Premium Paying,01/12/2055,01/12/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943505,PN100026367,100026368,0,300000,,In Force,Premium Paying,01/12/2055,01/12/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943507,PN100026400,100026401,0,1000000,,In Force,Premium Paying,04/04/2051,04/04/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943507,PN100026400,100026401,1,1000000,,In Force,Premium Paying,04/01/2050,04/01/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943507,PN100026400,100026402,0,250000,,In Force,Premium Paying,04/04/2051,04/04/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943507,PN100026400,100026402,1,250000,,In Force,Premium Paying,04/04/2051,04/04/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943508,PN100026420,100026421,0,300000,,In Force,Premium Paying,10/12/2051,10/12/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943508,PN100026420,100026422,0,300000,,In Force,Premium Paying,10/12/2051,10/12/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943508,PN100026420,100026422,1,300000,,In Force,Premium Paying,10/12/2051,10/12/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943509,PN100026423,100026424,0,100000,,In Force,Premium Paying,10/12/2052,10/12/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943509,PN100026423,100026424,1,100000,,In Force,Premium Paying,10/12/2052,10/12/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943510,PN100026473,100026474,0,100000,,In Force,Premium Paying,10/12/2054,10/12/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943510,PN100026473,100026474,1,100000,,In Force,Premium Paying,10/12/2054,10/12/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943511,PN100026475,100026476,0,100000,,In Force,Premium Paying,28/12/2055,28/12/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943511,PN100026475,100026476,1,100000,,In Force,Premium Paying,28/12/2055,28/12/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943512,PN100026486,100026488,0,250000,,Lapsed,Lapsed,17/03/2038,17/03/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943512,PN100026486,100026488,1,250000,,Lapsed,Lapsed,17/03/2038,17/03/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943513,PN100026635,100026636,0,300000,,Lapsed,Lapsed,22/02/2041,22/02/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943513,PN100026635,100026636,1,300000,,Lapsed,Lapsed,22/02/2041,22/02/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943514,PN100026691,100026692,0,300000,,Lapsed,Lapsed,28/01/2049,28/01/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943514,PN100026691,100026692,1,300000,,Lapsed,Lapsed,28/07/2048,28/07/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943514,PN100026691,100026693,0,300000,,Lapsed,Lapsed,28/01/2049,28/01/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943514,PN100026691,100026693,1,300000,,Lapsed,Lapsed,28/01/2049,28/01/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943515,PN100026763,100026764,0,500000,,In Force,Premium Paying,01/02/2048,01/02/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943515,PN100026763,100026764,1,500000,,In Force,Premium Paying,01/02/2048,01/02/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943516,PN100026799,100026800,0,250000,,In Force,Premium Paying,02/02/2040,02/02/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943516,PN100026799,100026800,1,250000,,In Force,Premium Paying,02/02/2040,02/02/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943517,PN100026801,100026802,0,300000,,In Force,Premium Paying,28/02/2051,28/02/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943517,PN100026801,100026802,1,300000,,In Force,Premium Paying,25/09/2050,25/09/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943518,PN100026825,100026827,0,323317,,In Force,Premium Paying,20/01/2027,20/01/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,943518,PN100026825,100026827,1,323317,,In Force,Premium Paying,20/01/2027,20/01/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,943519,PN100026828,100026829,0,200000,,In Force,Premium Paying,02/03/2035,02/03/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943519,PN100026828,100026830,0,100000,,In Force,Premium Paying,02/03/2035,02/03/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943519,PN100026828,100026830,1,100000,,In Force,Premium Paying,02/03/2035,02/03/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943520,PN100026833,100026834,0,200000,,In Force,Premium Paying,02/03/2035,02/03/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943520,PN100026833,100026835,0,100000,,In Force,Premium Paying,02/03/2035,02/03/2035
